날짜,커뮤니티_변동성_전체,커뮤니티_변동성_크기,커뮤니티_변동성_방향
2018.09.22.,0.3333333333333333,1.0,-0.15384615384615385
2018.09.21.,0.43209876543209874,0.3333333333333333,0.01694915254237288
2018.09.20.,-0.18996415770609318,0.14285714285714285,0.05504587155963303
2018.09.19.,-0.08411214953271028,0.29411764705882354,0.016574585635359115
2018.09.18.,-0.1095890410958904,0.2,0.19008264462809918
2018.09.17.,-0.3870967741935484,-0.2,0.2222222222222222
2018.09.16.,-0.060498220640569395,-0.75,-0.3333333333333333
2018.09.15.,-0.3333333333333333,1.0,-0.05263157894736842
2018.09.14.,-0.2283464566929134,-0.6428571428571429,-0.14195583596214512
2018.09.13.,-0.13807531380753138,-0.47058823529411764,-0.04950495049504951
2018.09.12.,-0.16911764705882354,-0.12,-0.0851581508515815
2018.09.11.,0.10679611650485436,-0.5384615384615384,-0.32558139534883723
2018.09.10.,-0.2765957446808511,0.2,0.18840579710144928
2018.09.09.,-0.24324324324324326,-0.1111111111111111,0.06451612903225806
2018.09.08.,-0.5279503105590062,-0.8461538461538461,-0.3888888888888889
2018.09.07.,-0.08571428571428572,0.1111111111111111,-0.42424242424242425
2018.09.06.,-0.020872865275142316,0.08,-0.020594965675057208
2018.09.05.,-0.35537190082644626,0.11764705882352941,-0.2260536398467433
2018.09.04.,0.15555555555555556,1.0,0.23529411764705882
2018.09.03.,-0.1320754716981132,-0.29411764705882354,-0.004694835680751174
2018.09.02.,0.20689655172413793,-0.2,-0.16
2018.09.01.,-0.11320754716981132,-0.2727272727272727,0.20454545454545456
2018.08.31.,-0.04895104895104895,0.42857142857142855,0.11711711711711711
2018.08.30.,-0.1503267973856209,-0.75,0.1527777777777778
2018.08.29.,-0.14022988505747128,-0.52,-0.3583815028901734
2018.08.28.,-0.2967032967032967,0.4117647058823529,-0.4722222222222222
2018.08.27.,0.23076923076923078,0.75,0.03225806451612903
2018.08.26.,-0.17647058823529413,0.2,-0.375
2018.08.25.,-0.3259668508287293,-0.9310344827586207,-0.4383561643835616
2018.08.24.,0.1752021563342318,-0.6,-0.07169811320754717
2018.08.23.,0.06885245901639345,-0.14285714285714285,-0.09871244635193133
2018.08.22.,-0.45396825396825397,0.1,-0.5064935064935064
2018.08.21.,0.13768115942028986,0.13043478260869565,0.004784688995215311
2018.08.20.,-0.3193717277486911,-0.2558139534883721,-0.36752136752136755
2018.08.19.,0.031578947368421054,0.7142857142857143,0.19047619047619047
2018.08.18.,-0.11538461538461539,0.8,-0.2204724409448819
2018.08.17.,-0.13821138211382114,0.14285714285714285,-0.2815533980582524
2018.08.16.,-0.2330508474576271,-0.30434782608695654,0.07142857142857142
2018.08.15.,0.078125,-0.5,0.27586206896551724
2018.08.14.,-0.5581395348837209,-0.3333333333333333,-0.18584070796460178
2018.08.13.,-0.2116788321167883,0.0,-0.1016949152542373
2018.08.12.,-0.2127659574468085,-0.6666666666666666,0.0
2018.08.11.,-0.020080321285140562,-0.6363636363636364,-0.015384615384615385
2018.08.10.,-0.140625,0.10344827586206896,-0.004878048780487805
2018.08.09.,0.2948717948717949,0.7,-0.0967741935483871
2018.08.08.,-0.358974358974359,-0.3333333333333333,-0.296137339055794
2018.08.07.,-0.10344827586206896,-0.29411764705882354,-0.12994350282485875
2018.08.06.,0.13846153846153847,0.14285714285714285,-0.4915254237288136
2018.08.05.,-0.05202312138728324,-0.5384615384615384,-0.08571428571428572
2018.08.04.,-0.44086021505376344,-0.25,-0.18032786885245902
2018.08.03.,-0.75,0.0,-0.6097560975609756
2018.08.02.,-0.22388059701492538,0.29411764705882354,-0.5
2018.08.01.,-0.22115384615384615,0.0,-0.296551724137931
